Period	Data_value	Type
2014.06	1.58	9
2014.07	1.75	9
2014.08	2.47	9
2014.09	1.96	9
2014.1	1.82	9
2014.11	1.88	9
2014.12	1.69	9
2015.01	1.7	9
2015.02	2.42	9
2015.03	2.58	9
2015.04	1.95	9
2015.05	1.85	9
2015.06	1.92	9
2015.07	2.24	9
2015.08	2.67	9
2015.09	2.34	9
2015.1	2.84	9
2015.11	2.56	9
2015.12	1.8	9
2016.01	1.72	9
2016.02	1.86	9
2016.03	2.02	9
2016.04	2.34	9
2016.05	1.82	9
2016.06	1.72	9
2016.07	1.94	9
2016.08	3.05	9
2016.09	2.84	9
2016.1	2.12	9
2016.11	2.3	9
2016.12	1.73	9
2017.01	2.16	9
2017.02	2.38	9
2017.03	2.13	9
2017.04	2.46	9
2017.05	3.41	9
2017.06	3.45	9
2017.07	3.67	9
2017.08	4.38	9
2017.09	3.5	9
2017.1	3.18	9
2017.11	3.22	9
2017.12	2.45	9
2018.01	2.12	9
2018.02	2.12	9
2018.03	3.18	9
2018.04	3.22	9
2018.05	2.68	9
2018.06	2.29	9
2018.07	3.24	9
2018.08	3.51	9
2006.06	7.91	10
2006.07	7	10
2006.08	7.88	10
2006.09	8.3	10
2006.1	6.47	10
2006.11	4.95	10
2006.12	3.21	10
2007.01	2.84	10
2007.02	3.39	10
2007.03	4.81	10
2007.04	5.54	10
2007.05	8.46	10
2007.06	7.72	10
2007.07	9.32	10
2007.08	9.32	10
2007.09	9.2	10
2007.1	8.2	10
2007.11	4.66	10
2007.12	4.01	10
2008.01	3.23	10
2008.02	3.39	10
2008.03	6.09	10
2008.04	5.66	10
2008.05	7.12	10
2008.06	5.79	10
2008.07	4.94	10
2008.08	7.05	10
2008.09	8.2	10
2008.1	6.16	10
2008.11	4.34	10
2008.12	2.24	10
2009.01	3.35	10
2009.02	3.94	10
2009.03	3.78	10
2009.04	4.76	10
2009.05	4.65	10
2009.06	7.76	10
2009.07	7.02	10
2009.08	6.31	10
2009.09	6.02	10
2009.1	5.59	10
2009.11	3.74	10
2009.12	3.78	10
2010.01	4.61	10
2010.02	5.17	10
2010.03	4.92	10
2010.04	4.77	10
2010.05	5.28	10
2010.06	7.65	10
2010.07	8.7	10
2010.08	7.15	10
2010.09	7.2	10
2010.1	7.23	10
2010.11	5.31	10
2010.12	3.34	10
2011.01	3.86	10
2011.02	4.11	10
2011.03	5.2	10
2011.04	5.39	10
2011.05	6.3	10
2011.06	9.89	10
2011.07	13.25	10
2011.08	9.91	10
2011.09	7.23	10
2011.1	5.15	10
2011.11	3.98	10
2011.12	3.86	10
2012.01	3.61	10
2012.02	3.9	10
2012.03	3.59	10
2012.04	4.54	10
2012.05	7.18	10
2012.06	10.17	10
2012.07	9.58	10
2012.08	12.52	10
2012.09	12.26	10
2012.1	8.29	10
2012.11	4.52	10
2012.12	3.16	10
2013.01	3.58	10
2013.02	3.85	10
2013.03	2.76	10
2013.04	4.6	10
2013.05	4.5	10
2013.06	8.97	10
2013.07	8.45	10
2013.08	12.43	10
2013.09	11.39	10
2013.1	7.11	10
2013.11	4.59	10
2013.12	3.37	10
2014.01	3.74	10
2014.02	2.95	10
2014.03	3.6	10
2014.04	3.98	10
2014.05	6.56	10
2014.06	9.25	10
2014.07	7.85	10
2014.08	11.48	10
2014.09	9.03	10
2014.1	7.23	10
2014.11	3.47	10
2014.12	2.97	10
2015.01	3.6	10
2015.02	2.9	10
2015.03	3.49	10
2015.04	4.81	10
2015.05	5.96	10
2015.06	8.46	10
2015.07	8.88	10
2015.08	10.9	10
2015.09	8.65	10
2015.1	5.69	10
2015.11	2.84	10
2015.12	2.72	10
2016.01	3.29	10
2016.02	3.04	10
2016.03	3.97	10
2016.04	6.7	10
2016.05	6	10
2016.06	6.77	10
2016.07	7.73	10
2016.08	10.92	10
2016.09	9.63	10
2016.1	6.83	10
2016.11	3.39	10
2016.12	3.32	10
2017.01	3.35	10
2017.02	3.64	10
2017.03	3.82	10
2017.04	5.54	10
2017.05	8.03	10
2017.06	8.69	10
2017.07	9.5	10
2017.08	10.42	10
2017.09	10.02	10
2017.1	7.68	10
2017.11	4.32	10
2017.12	3.32	10
2018.01	2.98	10
2018.02	2.86	10
2018.03	4.65	10
2018.04	6.54	10
2018.05	6.11	10
2018.06	6.31	10
2018.07	8.18	10
2018.08	10.45	10
2006.06	1.33	11
2006.07	1.48	11
2006.08	1.47	11
2006.09	1.51	11
2006.1	2.12	11
2006.11	2.32	11
2006.12	2.15	11
2007.01	1.98	11
2007.02	1.91	11
2007.03	1.84	11
2007.04	1.76	11
2007.05	1.7	11
2007.06	1.54	11
2007.07	1.69	11
2007.08	1.65	11
2007.09	1.66	11
2007.1	1.87	11
2007.11	1.73	11
2007.12	1.65	11
2008.01	1.61	11
2008.02	1.69	11
2008.03	1.83	11
2008.04	1.86	11
2008.05	1.86	11
2008.06	1.84	11
2008.07	1.86	11
2008.08	1.8	11
2008.09	1.78	11
2008.1	2.16	11
2008.11	2.73	11
2008.12	2.8	11
2009.01	2.49	11
2009.02	2.33	11
2009.03	2.07	11
2009.04	1.8	11
2009.05	1.8	11
2009.06	1.67	11
2009.07	1.65	11
2009.08	1.68	11
2009.09	1.57	11
2009.1	1.87	11
2009.11	2.28	11
2009.12	2.14	11
2010.01	1.85	11
2010.02	1.81	11
2010.03	1.72	11
2010.04	1.77	11
2010.05	1.73	11
2010.06	1.59	11
2010.07	1.64	11
2010.08	1.63	11
2010.09	1.64	11
2010.1	2.19	11
2010.11	2.59	11
2010.12	2.55	11
2011.01	2.34	11
2011.02	2.44	11
2011.03	2.29	11
2011.04	2.29	11
2011.05	2.09	11
2011.06	2	11
2011.07	2.05	11
2011.08	2.14	11
2011.09	2.2	11
2011.1	2.29	11
2011.11	2.26	11
2011.12	2.06	11
2012.01	1.99	11
2012.02	2	11
2012.03	1.88	11
2012.04	1.92	11
2012.05	1.78	11
2012.06	1.73	11
2012.07	1.77	11
2012.08	1.67	11
2012.09	1.92	11
2012.1	2.48	11
2012.11	2.62	11
2012.12	2.47	11
2013.01	2.4	11
2013.02	2.23	11
2013.03	2.14	11
2013.04	2.1	11
2013.05	1.96	11
2013.06	1.9	11
2013.07	1.9	11
2013.08	1.92	11
2013.09	1.94	11
2013.1	2.07	11
2013.11	2.39	11
2013.12	2.3	11
2014.01	2.28	11
2014.02	2.15	11
2014.03	2.16	11
2014.04	2.13	11
2014.05	2.03	11
2014.06	2.04	11
2014.07	2	11
2014.08	1.93	11
2014.09	1.92	11
2014.1	2.39	11
2014.11	2.7	11
2014.12	2.68	11
2015.01	2.61	11
2015.02	2.62	11
2015.03	2.61	11
2015.04	2.32	11
2015.05	2.14	11
2015.06	2.15	11
2015.07	1.98	11
2015.08	2.01	11
2015.09	1.98	11
2015.1	2.11	11
2015.11	2.54	11
2015.12	2.48	11
2016.01	2.33	11
2016.02	2.34	11
2016.03	2.15	11
2016.04	2.1	11
2016.05	2.08	11
2016.06	2.07	11
2016.07	1.93	11
2016.08	2	11
2016.09	2.01	11
2016.1	2.39	11
2016.11	2.73	11
2016.12	2.99	11
2017.01	3.42	11
2017.02	3.53	11
2017.03	2.83	11
2017.04	2.53	11
2017.05	2.29	11
2017.06	2.3	11
2017.07	2.17	11
2017.08	2.36	11
2017.09	2.35	11
2017.1	2.28	11
2017.11	2.47	11
2017.12	2.51	11
2018.01	2.36	11
2018.02	2.28	11
2018.03	2.26	11
2018.04	2.1	11
2018.05	2.06	11
2018.06	2.09	11
2018.07	1.98	11
2018.08	2.12	11
2006.06	8.47	12
2006.07	8.32	12
2006.08	8.62	12
2006.09	8.76	12
2006.1	8.76	12
2006.11	8.61	12
2006.12	8.59	12
2007.01	9.2	12
2007.02	8.91	12
2007.03	8.85	12
2007.04	8.94	12
2007.05	8.75	12
2007.06	9.09	12
2007.07	8.93	12
2007.08	8.96	12
2007.09	8.83	12
2007.1	9.35	12
2007.11	8.7	12
2007.12	9.09	12
2008.01	9.23	12
2008.02	8.97	12
2008.03	9.15	12
2008.04	8.9	12
2008.05	8.9	12
2008.06	8.9	12
2008.07	8.88	12
2008.08	9.33	12
2008.09	9.47	12
2008.1	9.36	12
2008.11	9.13	12
2008.12	9.34	12
2009.01	9.54	12
2009.02	9.45	12
2009.03	9.72	12
2009.04	9.59	12
2009.05	10.15	12
2009.06	10.29	12
2009.07	10.01	12
2009.08	10.52	12
2009.09	10	12
2009.1	9.45	12
2009.11	9.41	12
2009.12	9.39	12
2010.01	10.12	12
2010.02	10.23	12
2010.03	10.03	12
2010.04	10	12
2010.05	9.88	12
2010.06	10.12	12
2010.07	9.88	12
2010.08	10.45	12
2010.09	10.36	12
2010.1	10.01	12
2010.11	9.89	12
2010.12	10.02	12
2011.01	10.48	12
2011.02	10.09	12
2011.03	10.6	12
2011.04	10.51	12
2011.05	10.45	12
2011.06	11	12
2011.07	11.29	12
2011.08	11.47	12
2011.09	11.08	12
2011.1	10.71	12
2011.11	10.44	12
2011.12	10.32	12
2012.01	10.9	12
2012.02	11.25	12
2012.03	11.11	12
2012.04	10.91	12
2012.05	11.11	12
2012.06	11.25	12
2012.07	11.53	12
2012.08	11.89	12
2012.09	11.89	12
2012.1	11.42	12
2012.11	11.22	12
2012.12	10.99	12
2013.01	10.93	12
2013.02	11.78	12
2013.03	11.21	12
2013.04	11.63	12
2013.05	11.4	12
2013.06	12.5	12
2013.07	12.47	12
2013.08	12.33	12
2013.09	12.27	12
2013.1	11.84	12
2013.11	11.58	12
2013.12	11.26	12
2014.01	11.91	12
2014.02	11.66	12
2014.03	11.63	12
2014.04	12.13	12
2014.05	12.07	12
2014.06	12.25	12
2014.07	11.99	12
2014.08	11.08	12
2014.09	11.35	12
2014.1	11.37	12
2014.11	11.84	12
2014.12	11.13	12
2015.01	11.36	12
2015.02	11.26	12
2015.03	11.42	12
2015.04	10.99	12
2015.05	11.53	12
2015.06	11.17	12
2015.07	10.95	12
2015.08	10.9	12
2015.09	10.2	12
2015.1	10.38	12
2015.11	10.59	12
2015.12	10.39	12
2016.01	10.99	12
2016.02	11.24	12
2016.03	11.34	12
2016.04	11.19	12
2016.05	11.79	12
2016.06	11.12	12
2016.07	11.11	12
2016.08	10.99	12
2016.09	11.46	12
2016.1	11.72	12
2016.11	11.01	12
2016.12	11.36	12
2017.01	11.52	12
2017.02	11.65	12
2017.03	11.6	12
2017.04	11.51	12
2017.05	11.81	12
2017.06	11.64	12
2017.07	11.71	12
2017.08	11.51	12
2017.09	11.53	12
2017.1	11.5	12
2017.11	11.4	12
2017.12	11.22	12
2018.01	11.81	12
2018.02	11.48	12
2018.03	11.3	12
2018.04	12.34	12
2018.05	11.87	12
2018.06	12.12	12
2018.07	11.94	12
2018.08	11.93	12
2006.06	1.11	13
2006.07	1.05	13
2006.08	1.11	13
2006.09	1.12	13
2006.1	1.1	13
2006.11	1.4	13
2006.12	1.45	13
2007.01	1.44	13
2007.02	1.39	13
2007.03	1.28	13
2007.04	1.2	13
2007.05	1.26	13
2007.06	1.22	13
2007.07	1.17	13
2007.08	1.21	13
2007.09	1.25	13
2007.1	1.26	13
2007.11	1.4	13
2007.12	1.51	13
2008.01	1.49	13
2008.02	1.49	13
2008.03	1.53	13
2008.04	1.54	13
2008.05	1.57	13
2008.06	1.54	13
2008.07	1.55	13
2008.08	1.55	13
2008.09	1.48	13
2008.1	1.79	13
2008.11	2.02	13
2008.12	1.96	13
2009.01	1.81	13
2009.02	1.77	13
2009.03	1.61	13
2009.04	1.54	13
2009.05	1.45	13
2009.06	1.43	13
2009.07	1.4	13
2009.08	1.33	13
2009.09	1.24	13
2009.1	1.26	13
2009.11	1.37	13
2009.12	1.67	13
2010.01	1.6	13
2010.02	1.42	13
2010.03	1.44	13
2010.04	1.37	13
2010.05	1.34	13
2010.06	1.34	13
2010.07	1.43	13
2010.08	1.33	13
2010.09	1.34	13
2010.1	1.56	13
2010.11	1.81	13
2010.12	1.94	13
2011.01	2.16	13
2011.02	2.09	13
2011.03	1.86	13
2011.04	1.79	13
2011.05	1.72	13
2011.06	1.64	13
2011.07	1.58	13
2011.08	1.58	13
2011.09	1.52	13
2011.1	1.65	13
2011.11	1.58	13
2011.12	1.81	13
2012.01	1.8	13
2012.02	1.67	13
2012.03	1.58	13
2012.04	1.53	13
2012.05	1.5	13
2012.06	1.45	13
2012.07	1.44	13
2012.08	1.41	13
2012.09	1.33	13
2012.1	1.48	13
2012.11	1.6	13
2012.12	1.81	13
2013.01	1.8	13
2013.02	1.72	13
2013.03	1.71	13
2013.04	1.72	13
2013.05	1.63	13
2013.06	1.62	13
2013.07	1.58	13
2013.08	1.59	13
2013.09	1.56	13
2013.1	1.66	13
2013.11	1.74	13
2013.12	1.91	13
2014.01	1.87	13
2014.02	1.79	13
2014.03	1.73	13
2014.04	1.72	13
2014.05	1.68	13
2014.06	1.64	13
2014.07	1.62	13
2014.08	1.56	13
2014.09	1.6	13
2014.1	1.63	13
2014.11	1.91	13
2014.12	2.16	13
2015.01	2.18	13
2015.02	2.12	13
2015.03	1.96	13
2015.04	1.93	13
2015.05	1.77	13
2015.06	1.72	13
2015.07	1.7	13
2015.08	1.75	13
2015.09	1.84	13
2015.1	1.99	13
2015.11	2.11	13
2015.12	2.08	13
2016.01	2.09	13
2016.02	2.05	13
2016.03	1.92	13
2016.04	1.83	13
2016.05	1.69	13
2016.06	1.72	13
2016.07	1.67	13
2016.08	1.63	13
2016.09	1.69	13
2016.1	1.77	13
2016.11	1.81	13
2016.12	2.05	13
2017.01	2.25	13
2017.02	2.07	13
2017.03	1.96	13
2017.04	1.86	13
2017.05	2.03	13
2017.06	1.96	13
2017.07	1.94	13
2017.08	2.12	13
2017.09	2.13	13
2017.1	2.02	13
2017.11	2.16	13
2017.12	2.41	13
2018.01	2.2	13
2018.02	2.08	13
2018.03	1.99	13
2018.04	1.87	13
2018.05	1.85	13
2018.06	1.8	13
2018.07	1.78	13
2018.08	1.79	13
2006.06	1.9	14
2006.07	2.01	14
2006.08	2.05	14
2006.09	2.02	14
2006.1	2.02	14
2006.11	2.02	14
2006.12	2.03	14
2007.01	1.93	14
2007.02	1.98	14
2007.03	2.03	14
2007.04	1.98	14
2007.05	2.01	14
2007.06	1.95	14
2007.07	1.97	14
2007.08	2.05	14
2007.09	2.02	14
2007.1	2.16	14
2007.11	2.17	14
2007.12	2.24	14
2008.01	2.32	14
2008.02	2.35	14
2008.03	2.14	14
2008.04	2.13	14
2008.05	2.42	14
2008.06	2.44	14
2008.07	2.5	14
2008.08	2.54	14
2008.09	2.35	14
2008.1	2.58	14
2008.11	2.92	14
2008.12	2.81	14
2009.01	2.89	14
2009.02	2.64	14
2009.03	2.87	14
2009.04	2.86	14
2009.05	2.74	14
2009.06	2.77	14
2009.07	2.82	14
2009.08	2.9	14
2009.09	2.83	14
2009.1	2.87	14
2009.11	2.68	14
2009.12	2.92	14
2010.01	2.9	14
2010.02	2.87	14
2010.03	2.7	14
2010.04	2.58	14
2010.05	2.65	14
2010.06	2.55	14
2010.07	2.56	14
2010.08	2.66	14
2010.09	2.52	14
2010.1	2.93	14
2010.11	2.86	14
2010.12	2.71	14
2011.01	2.78	14
2011.02	2.99	14
2011.03	2.93	14
2011.04	2.76	14
2011.05	2.8	14
2011.06	2.97	14
2011.07	2.87	14
2011.08	2.91	14
2011.09	2.96	14
2011.1	3.01	14
2011.11	2.86	14
2011.12	2.89	14
2012.01	2.89	14
2012.02	3.01	14
2012.03	2.91	14
2012.04	2.96	14
2012.05	2.97	14
2012.06	2.95	14
2012.07	2.87	14
2012.08	2.9	14
2012.09	2.89	14
2012.1	2.76	14
2012.11	2.83	14
2012.12	2.95	14
2013.01	2.86	14
2013.02	2.79	14
2013.03	2.79	14
2013.04	2.82	14
2013.05	2.75	14
2013.06	2.86	14
2013.07	2.85	14
2013.08	2.8	14
2013.09	2.86	14
2013.1	2.8	14
2013.11	2.67	14
2013.12	2.54	14
2014.01	2.59	14
2014.02	2.55	14
2014.03	2.47	14
2014.04	2.4	14
2014.05	2.36	14
2014.06	2.32	14
2014.07	2.29	14
2014.08	2.21	14
2014.09	2.27	14
2014.1	2.25	14
2014.11	2.24	14
2014.12	2.3	14
2015.01	2.28	14
2015.02	2.27	14
2015.03	2.29	14
2015.04	2.34	14
2015.05	2.31	14
2015.06	2.24	14
2015.07	2.24	14
2015.08	2.23	14
2015.09	2.31	14
2015.1	2.32	14
2015.11	2.26	14
2015.12	2.32	14
2016.01	2.38	14
2016.02	2.4	14
2016.03	2.31	14
2016.04	2.36	14
2016.05	2.42	14
2016.06	2.47	14
2016.07	2.39	14
2016.08	2.39	14
2016.09	2.37	14
2016.1	2.38	14
2016.11	2.39	14
2016.12	2.45	14
2017.01	2.46	14
2017.02	2.44	14
2017.03	2.44	14
2017.04	2.43	14
2017.05	2.47	14
2017.06	2.43	14
2017.07	2.42	14
2017.08	2.48	14
2017.09	2.47	14
2017.1	2.48	14
2017.11	2.55	14
2017.12	2.48	14
2018.01	2.48	14
2018.02	2.49	14
2018.03	2.41	14
2018.04	2.35	14
2018.05	2.42	14
2018.06	2.43	14
2018.07	2.4	14
2018.08	2.42	14
2006.06	11.03	15
2006.07	11.1	15
2006.08	11.39	15
2006.09	11.8	15
2006.1	11.89	15
2006.11	11.93	15
2006.12	11.8	15
2007.01	11.9	15
2007.02	11.72	15
2007.03	11.67	15
2007.04	11.31	15
2007.05	11.32	15
2007.06	10.51	15
2007.07	11.52	15
2007.08	11.49	15
2007.09	11.69	15
2007.1	11.73	15
2007.11	11.73	15
2007.12	11.93	15
2008.01	12.06	15
2008.02	12.07	15
2008.03	11.88	15
2008.04	11.07	15
2008.05	11.57	15
2008.06	11.8	15
2008.07	11.51	15
2008.08	12.25	15
2008.09	13.58	15
2008.1	14.29	15
2008.11	14.07	15
2008.12	13.6	15
2009.01	13.61	15
2009.02	13.49	15
2009.03	12.94	15
2009.04	13.44	15
2009.05	13.13	15
2009.06	12.56	15
2009.07	13.04	15
2009.08	13.13	15
2009.09	13.4	15
2009.1	13.54	15
2009.11	13.54	15
2009.12	13.44	15
2010.01	13.45	15
2010.02	13.67	15
2010.03	13.11	15
2010.04	12.92	15
2010.05	12.4	15
2010.06	12.99	15
2010.07	13.72	15
2010.08	13.37	15
2010.09	13.49	15
2010.1	14.46	15
2010.11	13.8	15
2010.12	14.53	15
2011.01	14.48	15
2011.02	13.94	15
2011.03	14.38	15
2011.04	13.62	15
2011.05	13.57	15
2011.06	13.78	15
2011.07	14.29	15
2011.08	14.51	15
2011.09	14.17	15
2011.1	14.7	15
2011.11	14.62	15
2011.12	14.9	15
2012.01	14.83	15
2012.02	14.93	15
2012.03	14.66	15
2012.04	14.8	15
2012.05	13.74	15
2012.06	14.32	15
2012.07	13.69	15
2012.08	14.83	15
2012.09	13.99	15
2012.1	14.41	15
2012.11	14.83	15
2012.12	14.3	15
2013.01	14.9	15
2013.02	14.53	15
2013.03	14.72	15
2013.04	13.88	15
2013.05	13.67	15
2013.06	13.82	15
2013.07	14.42	15
2013.08	13.67	15
2013.09	14.74	15
2013.1	15.09	15
2013.11	14.76	15
2013.12	15.79	15
2014.01	15.83	15
2014.02	15.75	15
2014.03	15.55	15
2014.04	15.54	15
2014.05	15.44	15
2014.06	15.65	15
2014.07	15.11	15
2014.08	15.47	15
2014.09	14.27	15
2014.1	15.69	15
2014.11	16.05	15
2014.12	16.31	15
2015.01	16.16	15
2015.02	16.7	15
2015.03	16.52	15
2015.04	16.65	15
2015.05	16.73	15
2015.06	16.16	15
2015.07	16.45	15
2015.08	16.34	15
2015.09	16.86	15
2015.1	16.96	15
2015.11	17.08	15
2015.12	17.15	15
2016.01	17.23	15
2016.02	17.16	15
2016.03	16.85	15
2016.04	17.12	15
2016.05	16.82	15
2016.06	16.63	15
2016.07	17.06	15
2016.08	16.99	15
2016.09	17.52	15
2016.1	17.82	15
2016.11	17.62	15
2016.12	17.72	15
2017.01	17.95	15
2017.02	17.93	15
2017.03	17.7	15
2017.04	17.86	15
2017.05	17.11	15
2017.06	17.74	15
2017.07	17.62	15
2017.08	17.09	15
2017.09	18.52	15
2017.1	18.31	15
2017.11	18.47	15
2017.12	18.64	15
2018.01	18.72	15
2018.02	18	15
2018.03	18.2	15
2018.04	18.57	15
2018.05	17.77	15
2018.06	16.47	15
2018.07	16.95	15
2018.08	18.39	15
2006.06	20.06	16
2006.07	19.99	16
2006.08	19.96	16
2006.09	20.67	16
2006.1	21.26	16
2006.11	21.63	16
2006.12	21.19	16
2007.01	21.02	16
2007.02	20.82	16
2007.03	20.82	16
2007.04	20.76	16
2007.05	20.59	16
2007.06	21.43	16
2007.07	20.2	16
2007.08	20.82	16
2007.09	21.54	16
2007.1	21.66	16
2007.11	22.83	16
2007.12	22.76	16
2008.01	21.93	16
2008.02	22.28	16
2008.03	21.33	16
2008.04	22.46	16
2008.05	21.55	16
2008.06	21.8	16
2008.07	21.99	16
2008.08	21.84	16
2008.09	22.9	16
2008.1	24.76	16
2008.11	24.74	16
2008.12	23.89	16
2009.01	23.43	16
2009.02	23.39	16
2009.03	23.71	16
2009.04	23.71	16
2009.05	22.05	16
2009.06	23.18	16
2009.07	23.03	16
2009.08	23.01	16
2009.09	23.77	16
2009.1	24.23	16
2009.11	24	16
2009.12	23.77	16
2010.01	25.26	16
2010.02	20.82	16
2010.03	24.49	16
2010.04	23.54	16
2010.05	19.72	16
2010.06	22.55	16
2010.07	23.22	16
2010.08	22.67	16
2010.09	23.52	16
2010.1	25.39	16
2010.11	25.21	16
2010.12	25.18	16
2011.01	25.52	16
2011.02	25.95	16
2011.03	26.71	16
2011.04	25.23	16
2011.05	26.14	16
2011.06	24.29	16
2011.07	24.38	16
2011.08	25.64	16
2011.09	23.77	16
2011.1	23.41	16
2011.11	25.35	16
2011.12	25.63	16
2012.01	26.11	16
2012.02	25.68	16
2012.03	24.78	16
2012.04	26.32	16
2012.05	25.62	16
2012.06	23.25	16
2012.07	24.47	16
2012.08	22.74	16
2012.09	24.12	16
2012.1	25.02	16
2012.11	25.21	16
2012.12	24.71	16
2013.01	25.98	16
2013.02	24.55	16
2013.03	24.85	16
2013.04	26.39	16
2013.05	25.35	16
2013.06	25.6	16
2013.07	25.9	16
2013.08	24.49	16
2013.09	24.27	16
2013.1	25.66	16
2013.11	26.12	16
2013.12	25.51	16
2014.01	25.98	16
2014.02	23.99	16
2014.03	23.83	16
2014.04	26.28	16
2014.05	25.61	16
2014.06	27.62	16
2014.07	24.99	16
2014.08	25.44	16
2014.09	25.7	16
2014.1	26.76	16
2014.11	26.87	16
2014.12	26.34	16
2015.01	26.47	16
2015.02	24.97	16
2015.03	27.28	16
2015.04	28.95	16
2015.05	25.92	16
2015.06	26.36	16
2015.07	26.18	16
2015.08	26.14	16
2015.09	27.92	16
2015.1	28.62	16
2015.11	28.72	16
2015.12	27.19	16
2016.01	29.21	16
2016.02	29.37	16
2016.03	30.37	16
2016.04	28.92	16
2016.05	26.91	16
2016.06	26.93	16
2016.07	28.46	16
2016.08	28.54	16
2016.09	29.33	16
2016.1	29.01	16
2016.11	30.39	16
2016.12	29.76	16
2017.01	30.18	16
2017.02	29.75	16
2017.03	29.56	16
2017.04	29.42	16
2017.05	31.28	16
2017.06	29.01	16
2017.07	29.16	16
2017.08	28.28	16
2017.09	28.19	16
2017.1	30.04	16
2017.11	29.38	16
2017.12	29.48	16
2018.01	30.17	16
2018.02	29.07	16
2018.03	28.5	16
2018.04	29.09	16
2018.05	27.18	16
2018.06	29.79	16
2018.07	30.52	16
2018.08	27.83	16
2006.06	8.54	17
2006.07	8.42	17
2006.08	8.63	17
2006.09	8.83	17
2006.1	9	17
2006.11	9.27	17
2006.12	9.68	17
2007.01	9	17
2007.02	9.45	17
2007.03	9.1	17
2007.04	9.39	17
2007.05	9.45	17
2007.06	9.24	17
2007.07	9.48	17
2007.08	9.45	17
2007.09	9.53	17
2007.1	9.75	17
2007.11	9.5	17
2007.12	8.89	17
2008.01	9.01	17
2008.02	9.57	17
2008.03	9.65	17
2008.04	9.92	17
2008.05	9.73	17
2008.06	9.95	17
2008.07	9.8	17
2008.08	10.63	17
2008.09	11.51	17
2008.1	11.83	17
2008.11	11.66	17
2008.12	10.81	17
2009.01	10.64	17
2009.02	11.36	17
2009.03	11.39	17
2009.04	11.47	17
2009.05	10.52	17
2009.06	11.69	17
2009.07	10.73	17
2009.08	11.02	17
2009.09	11.77	17
2009.1	11.08	17
2009.11	10.11	17
2009.12	10.99	17
2010.01	10.7	17
2010.02	11.26	17
2010.03	11.16	17
2010.04	10.71	17
2010.05	11.18	17
2010.06	11.31	17
2010.07	10.82	17
2010.08	11.35	17
2010.09	11.15	17
2010.1	11.1	17
2010.11	11.24	17
2010.12	11.32	17
2011.01	11.02	17
2011.02	11.45	17
2011.03	12.03	17
2011.04	11.78	17
2011.05	11.84	17
2011.06	12.05	17
2011.07	12.18	17
2011.08	12.01	17
2011.09	12.36	17
2011.1	11.87	17
2011.11	12.04	17
2011.12	12.2	17
2012.01	12.21	17
2012.02	12.24	17
2012.03	12.41	17
2012.04	11.52	17
2012.05	11.88	17
2012.06	12.56	17
2012.07	12.22	17
2012.08	12.09	17
2012.09	12.08	17
2012.1	12.15	17
2012.11	11.7	17
2012.12	11.73	17
2013.01	12.18	17
2013.02	11.83	17
2013.03	11.6	17
2013.04	11.42	17
2013.05	11.89	17
2013.06	11.85	17
2013.07	11.91	17
2013.08	11.61	17
2013.09	12.38	17
2013.1	12.35	17
2013.11	11.5	17
2013.12	10.69	17
2014.01	11.68	17
2014.02	11.37	17
2014.03	12.61	17
2014.04	12.13	17
2014.05	12.31	17
2014.06	12.43	17
2014.07	12.65	17
2014.08	12.03	17
2014.09	12.33	17
2014.1	12.79	17
2014.11	13.13	17
2014.12	13.02	17
2015.01	13.04	17
2015.02	13.28	17
2015.03	12.58	17
2015.04	13.14	17
2015.05	13.4	17
2015.06	13.25	17
2015.07	13.35	17
2015.08	12.47	17
2015.09	14.38	17
2015.1	14.08	17
2015.11	14.02	17
2015.12	13.94	17
2016.01	13.92	17
2016.02	14.03	17
2016.03	13.87	17
2016.04	13.33	17
2016.05	14.47	17
2016.06	14.41	17
2016.07	14.24	17
2016.08	14.45	17
2016.09	14.02	17
2016.1	13.76	17
2016.11	13.79	17
2016.12	14.06	17
2017.01	14.11	17
2017.02	14.36	17
2017.03	13.92	17
2017.04	13.86	17
2017.05	13.76	17
2017.06	13.52	17
2017.07	13.77	17
2017.08	13.3	17
2017.09	14.11	17
2017.1	14.32	17
2017.11	13.61	17
2017.12	13.47	17
2018.01	14.32	17
2018.02	13.35	17
2018.03	14.36	17
2018.04	13.75	17
2018.05	14.23	17
2018.06	14.32	17
2018.07	13.44	17
2018.08	14.35	17
2006.06	13.46	18
2006.07	13.07	18
2006.08	13.4	18
2006.09	13.34	18
2006.1	14.19	18
2006.11	14.32	18
2006.12	14.16	18
2007.01	14.25	18
2007.02	14.24	18
2007.03	14.26	18
2007.04	14.34	18
2007.05	14.38	18
2007.06	13.98	18
2007.07	14.33	18
2007.08	14.04	18
2007.09	14.32	18
2007.1	14.26	18
2007.11	14.39	18
2007.12	14.36	18
2008.01	14.1	18
2008.02	14.75	18
2008.03	14.17	18
2008.04	14.09	18
2008.05	13.81	18
2008.06	14.04	18
2008.07	14.84	18
2008.08	14.38	18
2008.09	16.12	18
2008.1	16.52	18
2008.11	16.79	18
2008.12	16.64	18
2009.01	17.08	18
2009.02	17.14	18
2009.03	16.72	18
2009.04	17.28	18
2009.05	16.38	18
2009.06	17.02	18
2009.07	16.31	18
2009.08	16.91	18
2009.09	16.86	18
2009.1	17.39	18
2009.11	17.43	18
2009.12	17.39	18
2010.01	17.4	18
2010.02	16.41	18
2010.03	16.74	18
2010.04	16.33	18
